Accession,Host,Collection_Date
AGC30658,Hominidae,2010-07-14
AGC30659,Hominidae,2010-03-26
AGC30660,Hominidae,2010-06-14
AGC30661,Hominidae,2010-08-07
AGC30662,Hominidae,2010-08-27
AGC30663,Hominidae,2010-11-27
AGC30664,Hominidae,2010-09-19
AGC30665,Hominidae,2010-10-08
AGC30666,Hominidae,2010-10-24
AGC30667,Hominidae,2010-11-04
AGC30668,Hominidae,2010-11-16
AGC30669,Hominidae,2010-12-15
AGC30670,Hominidae,2010-08-29
AGC30671,Hominidae,2010-10-28
AGC30672,Hominidae,2010-11-13
AFJ93024,Hominidae,2009-01
AFJ93025,Hominidae,2009-06
AGA03902,Hominidae,2009-10-23
AGA03914,Hominidae,2007-12-14
AFX82715,Hominidae,2007-03
AFX82716,Hominidae,2007-04
AFX82717,Hominidae,2011-05
AFX82718,Hominidae,2011-05
AFX82719,Hominidae,2008-02
AFX82720,Hominidae,2011-01
AFX82722,Hominidae,2008-01-25
AFV91299,Hominidae,2011-09-11
AFV91300,Hominidae,2011-08-19
AFV91301,Hominidae,2011-08-13
AFV91302,Hominidae,2011-08-19
AFV91303,Hominidae,2011-09-02
AFV91304,Hominidae,2011-09-06
AFR33153,Suidae,2006
AFR33154,Suidae,2006
AFR33155,Suidae,2006
AFR33156,Suidae,2006
AFR33157,Suidae,2006
AFV36990,Hominidae,2010-11-12
AFV27471,Suidae,2011
AFV27472,Suidae,2011
AFV27473,Suidae,2011
AFV27474,Suidae,2011
AFV27475,Suidae,2011
AFV27476,Suidae,2011
AFV27477,Suidae,2011
AFV27478,Suidae,2011
AFV27479,Suidae,2011
AFV27480,Suidae,2011
AFV27481,Suidae,2011
AFV27482,Suidae,2011
AFV27483,Suidae,2011
AFV27484,Suidae,2011
AFV27485,Suidae,2011
AFV27486,Suidae,2011
AFV27487,Suidae,2011
AFV27488,Suidae,2011
AFV27489,Suidae,2011
AFV27490,Suidae,2011
AFV27491,Suidae,2011
AFV27492,Suidae,2011
AFV27493,Suidae,2011
AFV27494,Suidae,2011
AFV27495,Suidae,2011
AFV27496,Suidae,2011
AFV27497,Suidae,2011
AFV27498,Suidae,2011
AFU56010,Hominidae,1980
AFU56011,Hominidae,1984
AFU56012,Hominidae,1986
AFU56013,Hominidae,1989
AFU56014,Hominidae,1997
AFU56015,Hominidae,1997
AFU56016,Hominidae,1996
AFU56017,Hominidae,1998
AFU56018,Hominidae,1998
AFU56019,Hominidae,1999
AFU56020,Hominidae,2000
AFU56021,Hominidae,2001
AFU56022,Hominidae,2002
AFU56023,Hominidae,2003
AFU56024,Hominidae,2005
AFU56025,Hominidae,2006
AFU50371,Hominidae,2006-11
AFU34305,Hominidae,2005
AFU34306,Hominidae,2005
AFU34307,Hominidae,2005
AFU34308,Hominidae,2005
AFU34310,Hominidae,2005
AFU34311,Hominidae,2005
AFU34312,Hominidae,2005
AFU34313,Hominidae,2008
AFU34314,Hominidae,2008
AFU34315,Bovidae,2009
AFU34316,Bovidae,2009
AFU34317,Bovidae,2009
AFU34318,Bovidae,2009
AFU34319,Bovidae,2009
AFU34320,Bovidae,2009
AFU34321,Bovidae,2009
AFU34322,Bovidae,2009
AFU34323,Bovidae,2009
AFU34324,Bovidae,2009
AFR77813,Hominidae,1974
AFP44710,Hominidae,2010-06
AFP44711,Hominidae,2010-12
AFP44712,Hominidae,2011-03
AFP44713,Hominidae,2011-03
AFP44714,Hominidae,2011-04
AFP44715,Hominidae,2011-05
AFP44716,Hominidae,2011-05
AFP44717,Hominidae,2011-05
AFP44718,Hominidae,2011-05
AFP44719,Hominidae,2011-07
AFP44720,Hominidae,2011-11
AFP44721,Hominidae,2011-11
AFP44722,Hominidae,2011-06
AFP44723,Hominidae,2011-05
AFP44725,Hominidae,2010-06
AFP44726,Hominidae,2011-05
AFP44727,Hominidae,2012-02
AFP44728,Hominidae,2012-03
AFP44729,Hominidae,2012-04
AFP44730,Hominidae,2010-11
AFP44731,Hominidae,2011-01
AFP44732,Hominidae,2011-05
AFP44733,Hominidae,2011-05
AFF19193,Hominidae,2010-04
AFF19197,Hominidae,2010-07
AFI98196,Bovidae,1984
AFI98208,Bovidae,2003
AFI98219,Bovidae,2002
AFK13180,Hominidae,1980
AFK13181,Hominidae,1982
AFK13182,Hominidae,1984
AFK13183,Hominidae,1986
AFK13184,Hominidae,1987
AFK13185,Hominidae,1989
AFK13186,Hominidae,1996
AFK13187,Hominidae,1997
AFK13188,Hominidae,1998
AFK13189,Hominidae,1999
AFK13190,Hominidae,2000
AFK13191,Hominidae,2001
AFK13192,Hominidae,2002
AFK13193,Hominidae,2003
AFK13194,Hominidae,2005
AFK13195,Hominidae,2006
AFJ68128,Hominidae,2007-08-05
AFJ68147,Hominidae,2007-08-18
AFJ68159,Hominidae,2007-08-29
AFJ68170,Hominidae,2007-08-30
AFJ68183,Hominidae,2007-09-17
AFJ68195,Hominidae,2007-09-27
AFJ68207,Hominidae,2007-10-08
AFJ68217,Hominidae,2007-10-08
AFJ68229,Hominidae,2007-10-24
AFJ68242,Hominidae,2007-11-08
AFJ68253,Hominidae,2007-11-11
AFJ68266,Hominidae,2007-11-16
AFJ68277,Hominidae,2007-11-17
AFJ68290,Hominidae,2007-11-19
AFJ68302,Hominidae,2007-11-26
AFJ68313,Hominidae,2007-12-30
AFJ68326,Hominidae,2008-01-16
AFJ68337,Hominidae,2008-02-13
AFJ68350,Hominidae,2008-02-27
AFJ68361,Hominidae,2009-01-25
AFJ68376,Hominidae,2009-02-27
AFJ68386,Hominidae,2009-03-13
AFJ68398,Hominidae,2009-05-10
AFJ68410,Hominidae,2009-09-26
AFJ68421,Hominidae,2009-09-29
AFJ68434,Hominidae,2009-10-26
AFJ68445,Hominidae,2010-05-12
AFJ68456,Hominidae,2010-05-12
AFJ68470,Hominidae,2010-05-14
AFJ68480,Hominidae,2010-05-22
AFJ68493,Hominidae,2010-05-23
AFJ11215,Hominidae,2009
AFJ05020,Hominidae,2010-02
AFJ05041,Hominidae,2005-03
AFJ05043,Hominidae,2010-05-11
AEX15921,Hominidae,2007
AEX15922,Hominidae,2007
AEX15923,Hominidae,2007
AEX15924,Hominidae,2007
AEX15925,Hominidae,2007
AEX15926,Hominidae,2007
AEX15927,Hominidae,2007
AEX15928,Hominidae,2007
AEX15929,Hominidae,2007
AEX15930,Hominidae,2007
AEX15931,Hominidae,2007
AEX15932,Hominidae,2007
AEX15933,Hominidae,2007
AEX15934,Hominidae,2007
AEX15935,Hominidae,2007
AEX15936,Hominidae,2007
AEX15937,Hominidae,2007
AEX15938,Hominidae,2007
AEX15939,Hominidae,2007
AEX15940,Hominidae,2007
AEX15941,Hominidae,2007
AEX15942,Hominidae,2007
AEX15943,Hominidae,2007
AEX15944,Hominidae,2007
AEX15945,Hominidae,2007
AEX15946,Hominidae,2007
AEX15947,Hominidae,2007
AEX15948,Hominidae,2007
AEX15949,Hominidae,2007
AEX15950,Hominidae,2007
AEX15951,Hominidae,2007
AEX15952,Hominidae,2007
AEX15953,Hominidae,2007
AEX15954,Hominidae,2007
AEX15955,Hominidae,2007
AEX15956,Hominidae,2007
AEX15957,Hominidae,2007
AEX15958,Hominidae,2007
AEX15959,Hominidae,2007
AEX15960,Hominidae,2007
AEX15961,Hominidae,2007
AEX15962,Hominidae,2007
AEX15963,Hominidae,2007
AEX15964,Hominidae,2007
AEX15965,Hominidae,2007
AEX15966,Hominidae,2007
AEX15967,Hominidae,2007
AEX15968,Hominidae,2007
AEX15969,Hominidae,2007
AEX15970,Hominidae,2007
AEX15971,Hominidae,2007
AEX15972,Hominidae,2007
AEX15973,Hominidae,2007
AEX15974,Hominidae,2007
AEX15975,Hominidae,2007
AEX15976,Hominidae,2007
AEX15977,Hominidae,2007
AEX15978,Hominidae,2007
AEX15979,Hominidae,2007
AEX15980,Hominidae,2007
AEX15981,Hominidae,2007
AEX15982,Hominidae,2007
AEX15983,Hominidae,2008
AEX15984,Hominidae,2008
AEX15985,Hominidae,2008
AEX15986,Hominidae,2008
AEX15987,Hominidae,2008
AEX15988,Hominidae,2008
AEX15989,Hominidae,2008
AEX15990,Hominidae,2008
AEX15991,Hominidae,2008
AEX15992,Hominidae,2008
AEX15993,Hominidae,2008
AEX15994,Hominidae,2008
AEX15995,Hominidae,2008
AEX15996,Hominidae,2008
AEX15997,Hominidae,2008
AEX15998,Hominidae,2008
AEX15999,Hominidae,2008
AEX16000,Hominidae,2008
AEX16001,Hominidae,2008
AEX16002,Hominidae,2008
AFB35170,Bovidae,2010
AFB35178,Bovidae,2009
AFB35179,Bovidae,2009
AFB35180,Bovidae,2009
AFH08681,Hominidae,1997
AFH08682,Hominidae,1997
AFH08683,Hominidae,1998
AFH08685,Hominidae,1999
AFH08686,Hominidae,1999
AFH08690,Hominidae,2000
AFH08691,Hominidae,2000
AFH08692,Hominidae,2001
AFH08693,Hominidae,2001
AFH08694,Hominidae,2002
AFH08697,Hominidae,2003
AFH08698,Hominidae,2003
AFH08699,Hominidae,2004
AFH08700,Hominidae,2004
AFH08701,Hominidae,2004
AFH08702,Hominidae,2004
AFH08703,Hominidae,2004
AFH08704,Hominidae,2004
AFH08706,Hominidae,2005
AFH08707,Hominidae,2005
AFH08708,Hominidae,2005
AFH08709,Hominidae,2005
AFH08711,Hominidae,2005
AFH08712,Hominidae,2005
AFH08713,Hominidae,2006
AFH08714,Hominidae,2006
AFH08715,Hominidae,2006
AFH59129,Hominidae,2010-05
AFH35857,Suidae,2010-01
AEF80035,Hominidae,1980
AEF80046,Hominidae,1980
AEX31317,Hominidae,2010
AEX31318,Hominidae,2010
AEX31319,Hominidae,2010
AEX31320,Hominidae,2010
AFC40972,Bovidae,1971
AFC40983,Bovidae,1965
AFC40994,Bovidae,1984
AFC41005,Bovidae,1986
AFE85435,Hominidae,2007-02
AFE85436,Hominidae,2007-02
AFE85437,Hominidae,2007-02
AFE85438,Hominidae,2007-03
AFE85439,Hominidae,2007-03
AFE85440,Hominidae,2007-03
AFE85441,Hominidae,2007-03
AFE85442,Hominidae,2007-03
AFE85443,Hominidae,2007-03
AFE85444,Hominidae,2007-03
AFE85445,Hominidae,2007-04
AFE85446,Hominidae,2007-06
AFE85447,Hominidae,2007-08
AFD50558,Hominidae,2008
AFD50559,Hominidae,2008
AFD50560,Hominidae,2008
AFD50561,Hominidae,2008
AFD50562,Hominidae,2009
AFD50563,Hominidae,2009
AFD50564,Hominidae,2009
AFD50565,Hominidae,2010
AFD50566,Hominidae,2010
AFD50567,Hominidae,2010
AFD50568,Hominidae,2010
AFD50569,Hominidae,2010
AFD50570,Hominidae,2010
AFD50571,Hominidae,2010
AFD50572,Hominidae,2010
BAL63272,Hominidae,2008-03-03
BAL63276,Hominidae,2008-03-09
BAL63280,Hominidae,2008-05-05
BAL63284,Hominidae,2008-05-16
AFA51877,Hominidae,2009-03-14
AFA51888,Hominidae,2009-02-18
AFA51899,Hominidae,2006
AFB35219,Hominidae,2006
AEX60698,Equidae,2004
AEX60699,Equidae,2003
AEX49920,Equidae,2006-07-27
AEX30683,Hominidae,2008-02
AEX30684,Hominidae,2008-03
AEX30685,Hominidae,2008-03
AEX30686,Hominidae,2008-04
AEX30687,Hominidae,2008-05
AEX30688,Hominidae,2008-08
AEX30689,Hominidae,2008-12
AEX30690,Hominidae,2009-01
AEX30691,Hominidae,2009-01
AEX30693,Hominidae,2009-02
AEX30695,Hominidae,2009-03
AEX30696,Hominidae,2009-03
AEX30697,Hominidae,2009-03
AEX30698,Hominidae,2009-03
AEX30699,Hominidae,2009-03
AEX30700,Hominidae,2009-04
AEX30701,Hominidae,2009-07
AEX30702,Hominidae,2009
AEX30703,Hominidae,2009
AEX20014,Hominidae,1996
AEX20015,Hominidae,1996
AEX20016,Hominidae,1997
AEX20017,Hominidae,1997
AEX20018,Hominidae,1997
AEX20020,Hominidae,1997
AEX20021,Hominidae,1998
AEX20022,Hominidae,1998
AEX20023,Hominidae,1998
AEX20024,Hominidae,1999
AEX20025,Hominidae,1999
AEX20026,Hominidae,1999
AEX20027,Hominidae,1999
AEX20028,Hominidae,1999
AEX20029,Hominidae,2000
AEX20030,Hominidae,2000
AEX20031,Hominidae,2000
AEX20032,Hominidae,2000
AEX20033,Hominidae,2000
AEX20034,Hominidae,2000
AEX20035,Hominidae,2000
AEX20036,Hominidae,2000
AEX20037,Hominidae,2000
AEX20038,Hominidae,2000
AEX20039,Hominidae,2000
AEX20040,Hominidae,2000
AEX20041,Hominidae,2001
AEX20042,Hominidae,2002
AEX20043,Hominidae,2002
AEX20044,Hominidae,2002
AEX20045,Hominidae,2003
AEX20046,Hominidae,2003
AEX20047,Hominidae,2003
AEX20048,Hominidae,2004
AEX20049,Hominidae,2004
AEV46346,Suidae,2009-09-01
AEV42068,Equidae,2008-12-17
AER68042,Hominidae,2007-06-11
AEQ15992,Hominidae,2001
AEQ16003,Hominidae,2009
AEQ16014,Hominidae,2009
AEQ16025,Hominidae,2009
AEO79884,Suidae,2008
AEO45627,Hominidae,2005
AEO45638,Hominidae,2009
AEO45649,Hominidae,2009
AEL20312,Suidae,2006
AEL20313,Suidae,2006
AEL20314,Suidae,2006
AEL20315,Suidae,2006
ADW20110,Hominidae,2002
ADW20111,Hominidae,2002
ADW20112,Hominidae,2003
ADW20113,Hominidae,2004
ADW20114,Hominidae,2003
ADW20115,Hominidae,2000
ADW20116,Hominidae,2000
ADW20117,Hominidae,2000
ADW20118,Hominidae,2000
ADW20119,Hominidae,2001
ADW20120,Hominidae,2001
ADW20121,Hominidae,2002
ADW20122,Hominidae,2002
ADW20123,Hominidae,2003
ADW20124,Hominidae,2000
ADW20125,Hominidae,2000
ADW20126,Hominidae,2000
ADW20127,Hominidae,2004
ADW20128,Hominidae,2000
ADW20129,Hominidae,2000
ADW20130,Hominidae,2000
ADW20131,Hominidae,2001
ADW20132,Hominidae,2001
ADW20133,Hominidae,2001
ADW20134,Hominidae,2003
ADW20135,Hominidae,2003
ADW20136,Hominidae,2004
ADW20137,Hominidae,2001
ADW20138,Hominidae,2001
ADW20139,Hominidae,2001
ADW20140,Hominidae,2001
ADW20141,Hominidae,2002
ADW20142,Hominidae,2003
ADW20143,Hominidae,2004
ADW20144,Hominidae,2000
ADW20145,Hominidae,2000
ADW20146,Hominidae,2001
ADW20147,Hominidae,2000
AEK94048,Bovidae,2003
AEK94049,Bovidae,2006
AEK64434,Hominidae,2007
AEK64435,Hominidae,2007
AEK64436,Hominidae,2007
AEK64437,Hominidae,2007
AEK64438,Hominidae,2008
AEK64439,Hominidae,2008
AEK64440,Hominidae,2007
AEK69646,Hominidae,1999-12-23
AEK69647,Hominidae,1999-12-27
AEK69648,Hominidae,2000-02-25
AEK69649,Hominidae,2000-02-28
AEK69650,Hominidae,2001-03-25
AEK69651,Hominidae,2001-11-13
AEK69652,Hominidae,2002-01-21
AEK69653,Hominidae,2002-02-16
AEK69654,Hominidae,2002-04-01
AEK69655,Hominidae,2003-02-12
AEK69656,Hominidae,2003-04-15
AEK69657,Hominidae,2010-01-13
AEK69658,Hominidae,2010-02-15
AEK69659,Hominidae,2010-02-21
AEK69660,Hominidae,2010-03-03
AEK69661,Hominidae,2001-05-13
AEI54151,Hominidae,1990
AEI54152,Hominidae,1991
AEI54153,Hominidae,1993
AEI54154,Hominidae,1993
AEI54155,Hominidae,1994
AEI54156,Hominidae,1995
AEI54157,Hominidae,1995
AEI54158,Hominidae,1995
AEI54159,Hominidae,1995
AEI54160,Hominidae,1995
AEI54161,Hominidae,1996
AEI54162,Hominidae,1997
AEI54163,Hominidae,1997
AEI54164,Hominidae,1997
AEI54165,Hominidae,1998
AEI54166,Hominidae,1999
AEI54167,Hominidae,2000
AEH95541,Hominidae,1997
AEH96573,Equidae,1991
AEH96584,Equidae,1993
AEH96595,Equidae,2006-11-21
AEH41289,Hominidae,2009
AEH41290,Hominidae,2009
AEH41291,Hominidae,2009
AEH41292,Hominidae,2009
AEH41293,Hominidae,2009
AEG78673,Hominidae,1993
AEG78675,Hominidae,2003
AEG78676,Hominidae,1989
AEG25330,Hominidae,1976
AEF33452,Equidae,1993
AEF33456,Equidae,2004
AEF33457,Equidae,2004
AEF33458,Equidae,2006
AEF33459,Equidae,2006
AEF33460,Equidae,2000
AEF33461,Equidae,2000
AEF33462,Equidae,2004
AEF33463,Equidae,2006
AEF33464,Equidae,2006
AEF01215,Hominidae,2010
AEE69106,Hominidae,2010-04
AEE69107,Hominidae,2010-04
AEE69108,Hominidae,2010-04
AEE69111,Hominidae,2010-05
AEE69112,Hominidae,2010-05
AEE69113,Hominidae,2010-05
AEE69115,Hominidae,2010-06-10
AEE69116,Hominidae,2010-06
AEE69120,Hominidae,2010-07-20
AEE69121,Hominidae,2010-08-08
BAK19457,Equidae,1997
BAK19458,Equidae,1997
BAK19459,Equidae,1997
BAK19460,Equidae,1997
BAK19461,Equidae,1997
BAK19462,Equidae,1997
AEB79402,Hominidae,2004-03-18
AEB79403,Hominidae,2004-04-30
AEB79404,Hominidae,2004-06-16
AEB79405,Hominidae,2004-07-07
AEB79406,Hominidae,2004-07-17
AEB79407,Hominidae,2004-07-22
AEB79408,Hominidae,2004-07-27
AEB79409,Hominidae,2004-08-03
AEB79410,Hominidae,2004-08-09
AEB79411,Hominidae,2004-09-28
AEB79412,Hominidae,2004-10-13
AEB79413,Hominidae,2004-12-26
AEB79414,Hominidae,2005-04-13
AEB79415,Hominidae,2005-05-08
AEB79416,Hominidae,2005-06-02
AEB79417,Hominidae,2005-06-19
AEB79418,Hominidae,2005-06-30
AEB79419,Hominidae,2005-07-07
AEB79420,Hominidae,2005-07-17
AEB79421,Hominidae,2005-02-15
AEB79422,Hominidae,2005-09-05
AEB79423,Hominidae,2005-10-26
AEB79424,Hominidae,2005-11-14
AEB79425,Hominidae,2005-12-17
AEB79426,Hominidae,2005-12-30
AEB79427,Hominidae,2006-08-02
AEB79428,Hominidae,2006-11-08
AEB79429,Hominidae,2006-12-29
AEB79430,Hominidae,2007-01-02
AEB79431,Hominidae,2007-01-03
AEB79432,Hominidae,2005-07-17
AEB79433,Hominidae,2005-08-20
AEB79434,Hominidae,2006-06-24
AEB79435,Hominidae,2006-09-27
AEB79436,Hominidae,2006-10-02
AEB79437,Hominidae,2006-10-03
AEB79438,Hominidae,2006-10-14
AEB79439,Hominidae,2006-11-06
AEB79440,Hominidae,2006-11-24
AEB79441,Hominidae,2006-08-10
AEB79442,Hominidae,2004-06-14
AEB79443,Hominidae,2004-12-24
AEB79444,Hominidae,2005-09-22
AEB79990,Hominidae,2005
AEB79991,Hominidae,2005
AEB79992,Hominidae,2005
AEB79993,Hominidae,2005
AEB79994,Hominidae,2005
AEB79995,Hominidae,2005
AEB79996,Hominidae,2005
AEB79997,Hominidae,2005
AEB79998,Hominidae,2005
AEB79999,Hominidae,2005
AEB80000,Hominidae,2005
AEB80001,Hominidae,2005
AEB80002,Hominidae,2005
AEB80003,Hominidae,2005
AEB80004,Hominidae,2005
AEB80005,Hominidae,2005
AEB80006,Hominidae,2005
AEB80007,Hominidae,2005
AEB80008,Hominidae,2005
AEB80009,Hominidae,2005
AEB80010,Hominidae,2005
AEB80011,Hominidae,2005
AEB80012,Hominidae,2005
AEB80013,Hominidae,2005
AEB80014,Hominidae,2005
AEB80015,Hominidae,2005
AEB80016,Hominidae,2006
AEB80017,Hominidae,2006
AEB80018,Hominidae,2006
AEB80019,Hominidae,2006
AEB80020,Hominidae,2006
AEB80021,Hominidae,2006
AEB80022,Hominidae,2006
AEB80023,Hominidae,2006
AEB80024,Hominidae,2006
AEB80025,Hominidae,2006
AEB80026,Hominidae,2006
AEB80027,Hominidae,2008
AEB80028,Hominidae,2008
AEB80029,Hominidae,2008
AEB80030,Hominidae,2008
AEB80031,Hominidae,2008
AEB80032,Hominidae,2008
AEB80033,Hominidae,2008
AEB80034,Hominidae,2008
AEB80035,Hominidae,2008
AEB80036,Hominidae,2008
AEB80037,Hominidae,2008
AEB80038,Hominidae,2008
AEB80039,Hominidae,2008
AEB80040,Hominidae,2008
AEB80041,Hominidae,2008
AEB80245,Hominidae,2005
AEB80246,Hominidae,2005
AEB80247,Hominidae,2008
AEB80248,Hominidae,2008
AEB80249,Hominidae,2008
AEB80250,Hominidae,2008
BAJ78612,Hominidae,2004-12-15
BAJ78613,Hominidae,2004-12-20
BAJ78614,Hominidae,2004-12-23
BAJ78615,Hominidae,2004-12-22
BAJ78616,Hominidae,2004-12-28
BAJ78617,Hominidae,2005-12-18
BAJ78618,Hominidae,2007-02-03
BAJ78619,Hominidae,2005-12-20
BAJ78620,Hominidae,2005-12-21
BAJ78621,Hominidae,2006-01-31
BAJ78622,Hominidae,2007-03-05
BAJ78623,Hominidae,2007-10-17
BAJ78624,Hominidae,2007-11-16
BAJ78625,Hominidae,2006-12-02
BAJ78626,Hominidae,2006-11-10
BAJ78627,Hominidae,2005-12-15
BAJ78628,Hominidae,2004-12-16
BAJ78629,Hominidae,2004-12-24
BAJ78630,Hominidae,2005-12-11
BAJ78631,Hominidae,2007-03-24
BAJ78632,Hominidae,2004-12-16
BAJ78633,Hominidae,2004-12-24
BAJ78634,Hominidae,2005-02-25
BAJ78635,Hominidae,2006-01-11
BAJ78636,Hominidae,2006-12-22
BAJ78637,Hominidae,2005-12-30
BAJ78638,Hominidae,2007-02-06
ADV52435,Hominidae,2007-01
ADV52436,Hominidae,2007-01
ADV52437,Hominidae,2007-01
ADV52438,Hominidae,2007-01
ADV52442,Hominidae,2010-07
ADV52445,Hominidae,2008-03
ADV52446,Hominidae,2008-03
ADV52447,Hominidae,2008-03
ADV52448,Hominidae,2008-04-11
ADV52452,Hominidae,2008-04
ADV52453,Hominidae,2008-04
ADV57318,Hominidae,2007
ADV57319,Hominidae,2008
ADV57320,Hominidae,2009
ADU87015,Hominidae,2007
ADU87016,Hominidae,2007
ADU87017,Hominidae,2008
ADU87018,Hominidae,2008
ADU87019,Hominidae,2008
ADU87020,Hominidae,2007
ADU87021,Hominidae,2007
ADU87022,Hominidae,2008
ADU87023,Hominidae,2008
ADU87024,Hominidae,2008
ADU87025,Hominidae,2007
ADU87026,Hominidae,2007
ADU87027,Hominidae,2007
ADU87028,Hominidae,2008
ADU87029,Hominidae,2008
ADP68525,Hominidae,1987
ADT62506,Hominidae,1998-03-18
ADT62507,Hominidae,1998-03-19
ADT62508,Hominidae,1998-04-06
ADT62510,Hominidae,2000-02-22
ADT62511,Hominidae,2000-03-01
ADT62512,Hominidae,2000-03-20
ADT62513,Hominidae,2000-03-20
ADT62514,Hominidae,2000-04-03
ADT82710,Hominidae,2007-12-19
ADR30041,Hominidae,1996
ADR30042,Hominidae,1996
ADR30043,Hominidae,1996
ADP68536,Hominidae,1987
ADP69146,Bovidae,2009
ADO85307,Equidae,1976
ADO78231,Hominidae,2004-06-23
ADO78232,Hominidae,2005-02-28
ADO78233,Hominidae,2005-03-12
ADO78234,Hominidae,2005-03-19
ADO78235,Hominidae,2005-12-04
ADO78236,Hominidae,2006-01-03
ADO78237,Hominidae,2006-01-20
ADO78238,Hominidae,2006-01-23
ADO78239,Hominidae,2006-01-27
ADO78240,Hominidae,2006-03-15
ADO78241,Hominidae,2006-01-30
ADO78242,Hominidae,2006-02-13
ADO78243,Hominidae,2006-02-16
ADO78244,Hominidae,2006-02-09
ADO78245,Hominidae,2006-03-27
ADO78246,Hominidae,2007-01-13
ADO78247,Hominidae,2007-02-05
ADO78248,Hominidae,2007-02-06
ADO78249,Hominidae,2007-03-18
ADO78250,Hominidae,2007-03-22
ADO78251,Hominidae,2008-01-07
ADO78252,Hominidae,2007-12-17
ADO78253,Hominidae,2008-01-13
ADO78254,Hominidae,2008-01-17
ADO78255,Hominidae,2008-03-07
ADO78256,Hominidae,2008-02-05
ADO78257,Hominidae,2008-02-28
ADO78258,Hominidae,2008-03-03
ADO78259,Hominidae,2008-03-20
ADO78260,Hominidae,2008-02-25
ADO78261,Hominidae,2008-03-23
ADO78262,Hominidae,2008-03-31
ADO78263,Hominidae,2008-03-11
ADO78264,Hominidae,2008-03-20
ADO78265,Hominidae,2008-08-05
ADO78266,Hominidae,2009-02-24
ADO78267,Hominidae,2009-02-10
ADO78268,Hominidae,2009-03-19
ADO78269,Hominidae,2009-07-06
ADO78270,Hominidae,2007
ADO78271,Hominidae,2008-11-05
ADO78272,Hominidae,2009-04-27
ADO78273,Hominidae,2009-03-20
ADO24197,Bovidae,2007-12
ADO24198,Bovidae,2007-12
ADO24199,Bovidae,2007-12
ADM93343,Hominidae,2005
ADM93344,Hominidae,2005
ADM93345,Hominidae,2005
ADM93346,Hominidae,2006
ADM93347,Hominidae,2005
ADM93348,Hominidae,2006
ADM93349,Hominidae,2006
ADM93350,Hominidae,2006
ADM93351,Hominidae,2006
ADM93352,Hominidae,2006
ADM93353,Hominidae,2006
ADM93354,Hominidae,2006
ADM93355,Hominidae,2006
ADM93356,Hominidae,2006
ADM93357,Hominidae,2007
ADM93358,Hominidae,2006
ADM93359,Hominidae,2006
ADM93360,Hominidae,2006
ADM93361,Hominidae,2006
ADM93362,Hominidae,2007
ADM93363,Hominidae,2007
ADM93364,Hominidae,2007
ADM93365,Hominidae,2006
ADM93366,Hominidae,2006
ADM93367,Hominidae,2006
ADM93368,Hominidae,2006
ADM93369,Hominidae,2007
ADM93370,Hominidae,2007
ADM93371,Hominidae,2007
ADM93372,Hominidae,2007
ADM93373,Hominidae,2008
ADM93374,Hominidae,2008
ADM93375,Hominidae,2008
ADM93376,Hominidae,2008
ADM93377,Hominidae,2008
ADM93378,Hominidae,2008
ADM93379,Hominidae,2008
ADM93380,Hominidae,2008
ADM93381,Hominidae,2008
ADM93382,Hominidae,2008
ADM93383,Hominidae,2008
ADM93384,Hominidae,2008
ADM93385,Hominidae,2008
ADM93386,Hominidae,2008
ADM93387,Hominidae,2008
ADM93388,Hominidae,2008
ADM93389,Hominidae,2008
ADM93390,Hominidae,2008
ADM93391,Hominidae,2008
ADM93392,Hominidae,2008
ADM93393,Hominidae,2008
ADM93394,Hominidae,2008
ADM93395,Hominidae,2008
ADM93396,Hominidae,2008
ADM93397,Hominidae,2009
ADM93398,Hominidae,2009
ADM93399,Hominidae,2009
ADM93400,Hominidae,2009
ADM93401,Hominidae,2009
ADM93402,Hominidae,2009
ADM63679,Bovidae,2009-10
BAJ14090,Suidae,2009-06
BAJ14092,Suidae,2009-06
BAJ14094,Suidae,2009-06
BAJ14096,Suidae,2009-06
BAJ13365,Suidae,2006-08
BAJ13367,Suidae,2006-09
BAJ13369,Suidae,2006-09
BAJ13371,Suidae,2006-10
ADK46658,Hominidae,2009
ADK46659,Hominidae,2009
ADK46660,Hominidae,2009
ADK46661,Hominidae,2009
ADK46662,Hominidae,2009
ADK46663,Hominidae,2008
ADK46664,Hominidae,2008
ADK46665,Hominidae,2008
ADK46666,Hominidae,2008
ADK46667,Hominidae,2008
ADK46668,Hominidae,2008
ADK46669,Hominidae,2008
ADK46670,Hominidae,2008
ADK46671,Hominidae,2009
ADK46672,Hominidae,2008
ADK46673,Hominidae,2007
ADK46674,Hominidae,2007
ADK46675,Hominidae,2007
ADK46676,Hominidae,2008
ADK46677,Hominidae,2008
ADK46678,Hominidae,2007
ADK46679,Hominidae,2007
ADK46680,Hominidae,2007
ADK46681,Hominidae,2007
ADK46682,Hominidae,2007
ADK46683,Hominidae,1980
ADK46684,Hominidae,1980
ADK46685,Hominidae,1977
ADK46686,Hominidae,1988
ADK46687,Hominidae,1980
ADK46688,Hominidae,1980
ADK46689,Hominidae,1977
ADK46690,Hominidae,1977
ADK46691,Hominidae,1977
ADK46692,Hominidae,1978
ADI80507,Hominidae,2009
ACU64720,Bovidae,1984
ACU64721,Bovidae,1984
ACU64722,Bovidae,1984
ACU64723,Bovidae,1986
