Accession,Host,Collection_Date
BBI57796,Hominidae,2013-02
BBI57807,Hominidae,2013-03
BBI57818,Hominidae,2013-05
BBI57829,Hominidae,2014-04
BBI57840,Hominidae,2013-04
BBI57851,Hominidae,2014-07
BBI57918,Hominidae,2013-02
BBI57929,Hominidae,2013-02
BBI57940,Hominidae,2013-02
BBI57951,Hominidae,2013-02
BBI57962,Hominidae,2013-03
BBI57973,Hominidae,2013-03
BBI58528,Hominidae,2013-03
BBJ29141,Hominidae,2011-04
BBJ29152,Hominidae,2013-03
BBJ29163,Hominidae,2014-05
BBU41429,Hominidae,2017
BBU41440,Hominidae,2017
BBU41451,Hominidae,2018
BBU41462,Hominidae,2017
BBU41473,Hominidae,2017
BBU41484,Hominidae,2018
BBU41495,Hominidae,2017
BBU41506,Hominidae,2018
QCD17028,Hominidae,2016
QCD17029,Hominidae,2017
QCD17030,Hominidae,2017
QCD17031,Hominidae,2017
QCD17032,Hominidae,2016
QCD17033,Hominidae,2016
QCD17034,Hominidae,2016
QCD17035,Hominidae,2016
QCD17036,Hominidae,2017
QCD17037,Hominidae,2017
QCD17038,Hominidae,2017
QCD17040,Hominidae,2017
QCD17041,Hominidae,2017
QCD17043,Hominidae,2017
QCD17044,Hominidae,2017
QCD17045,Hominidae,2017
QCD17046,Hominidae,2017
BBM12425,Hominidae,2017
BBM12436,Hominidae,2018
BBM12512,Hominidae,2018
BBM12533,Hominidae,2018
QIG55639,Hominidae,2017
QHD56155,Hominidae,2003
QHD56156,Hominidae,2003
QHD56157,Hominidae,2003
QGX01901,Suidae,2015-02
QGX01916,Suidae,2015-09
BBJ70147,Hominidae,2017
BBJ70148,Hominidae,2017
BBJ70149,Hominidae,2017
BBJ70150,Hominidae,2017
BBJ70153,Hominidae,2017
BBJ70154,Hominidae,2017
BBJ70155,Hominidae,2017
BBJ70156,Hominidae,2017
BBJ70157,Hominidae,2017
BBJ70158,Hominidae,2017
BBJ70160,Hominidae,2017
BBJ70162,Hominidae,2017
BBJ70163,Hominidae,2018
BBJ70168,Hominidae,2018
BBJ70169,Hominidae,2018
BBJ70170,Hominidae,2018
BBJ70172,Hominidae,2018
BBJ70173,Hominidae,2018
BBJ70174,Hominidae,2018
BBJ70175,Hominidae,2018
QEY08155,Hominidae,2014
QEY08156,Hominidae,2015
QEY08157,Hominidae,2013
AYA93331,Suidae,2008-01-02
QEJ74051,Hominidae,2017
QEJ74062,Hominidae,2017
QEJ74072,Hominidae,2017
QCL12343,Hominidae,2015-02-02
QCL12344,Hominidae,2016-01-07
QCL12345,Hominidae,2016-10-21
QDG02092,Hominidae,2010-03-12
QDG02094,Hominidae,2012-04-17
QAU54421,Hominidae,2014
QAU54422,Hominidae,2014
QAU54423,Hominidae,2014
QAU54424,Hominidae,2014
QAU54425,Hominidae,2014
QAU54426,Hominidae,2014
QAU54427,Hominidae,2014
QAU54428,Hominidae,2014
QAU54429,Hominidae,2014
QAU54430,Hominidae,2014
QAU54431,Hominidae,2014
QAU54432,Hominidae,2015
QAU54433,Hominidae,2015
QAU54434,Hominidae,2015
QAU54435,Hominidae,2015
QAU54436,Hominidae,2015
QAU54437,Hominidae,2015
QAU54438,Hominidae,2015
QAU54439,Hominidae,2015
QAU54440,Hominidae,2015
QAU54441,Hominidae,2015
QAU54442,Hominidae,2016
QAU54443,Hominidae,2016
QAU54444,Hominidae,2016
QAU54445,Hominidae,2016
QAU54446,Hominidae,2016
QAU54447,Hominidae,2016
QAU54448,Hominidae,2016
BBK68806,Hominidae,1984
BBI15926,Hominidae,2016
BBI15937,Hominidae,2014
AYE56557,Hominidae,2012
AYE56569,Hominidae,2012
AYE56593,Hominidae,2013
AYE56605,Hominidae,2012
AYE56625,Hominidae,2012
AYE56673,Hominidae,2012
AYE56721,Hominidae,2012
BBH72709,Hominidae,2010
BBI37029,Hominidae,2010
AWI73626,Hominidae,2016-09
AWI73681,Hominidae,2015-01
AWI73692,Hominidae,2014-04
AWI73703,Hominidae,2016-04
BBG74249,Hominidae,2018
BBG74251,Hominidae,2017
BBG74253,Hominidae,2013
BBJ35465,Hominidae,2015
BBJ35466,Hominidae,2015
BBJ35467,Hominidae,2015
BBJ35468,Hominidae,2015
BBJ35469,Hominidae,2015
BBJ35470,Hominidae,2016
BBJ35471,Hominidae,2016
BBJ35472,Hominidae,2016
BBJ35473,Hominidae,2016
BBJ35474,Hominidae,2016
BBJ35475,Hominidae,2016
BBJ35476,Hominidae,2017
BBJ35477,Hominidae,2017
BBJ35478,Hominidae,2013
BBJ35479,Hominidae,2014
BBJ35480,Hominidae,2014
QBQ83315,Hominidae,2018-01-24
QBQ83316,Hominidae,2018-04-18
BBH36413,Hominidae,2007
AWH66581,Hominidae,2017
AWH66582,Hominidae,2017
AWH66583,Hominidae,2017
AWH66584,Hominidae,2017
AWH66585,Hominidae,2017
AWH66586,Hominidae,2017
AWH66587,Hominidae,2017
AWH66589,Hominidae,2017
AWH66590,Hominidae,2017
AWH66591,Hominidae,2017
AWH66592,Hominidae,2017
AWH66594,Hominidae,2017
AWH66595,Hominidae,2017
AWH66596,Hominidae,2017
AWH66597,Hominidae,2017
AWH66598,Hominidae,2017
BBB16927,Hominidae,2013-02
BBB16928,Hominidae,2013-02
BBB16929,Hominidae,2013-03
BBB16930,Hominidae,2013-03
BBB16931,Hominidae,2013-03
BBB16932,Hominidae,2013-03
BBB16933,Hominidae,2013-04
BBB16934,Hominidae,2013-03
BBB16935,Hominidae,2013-04
BBB16936,Hominidae,2013-04
BBB16937,Hominidae,2013-04
BBB16938,Hominidae,2013-05
BBB16939,Hominidae,2013-05
BBB16940,Hominidae,2013-05
BBB16941,Hominidae,2013-05
BBB16942,Hominidae,2013-06
BBB16943,Hominidae,2013-06
BBB16944,Hominidae,2013-06
BBB16945,Hominidae,2013-06
BBB16946,Hominidae,2013-01
BBB16947,Hominidae,2013-01
BBB16948,Hominidae,2013-01
BBB16949,Hominidae,2013-01
BBB16950,Hominidae,2013-01
BBB16951,Hominidae,2013-01
BBB16952,Hominidae,2013-01
BBB16953,Hominidae,2013-01
BBB16954,Hominidae,2013-01
BBB16955,Hominidae,2013-01
BBB16956,Hominidae,2013-01
BBB16957,Hominidae,2013-01
BBB16958,Hominidae,2013-02
BBB16959,Hominidae,2013-02
BBB16960,Hominidae,2013-02
BBB16961,Hominidae,2013-02
BBB16962,Hominidae,2013-02
BBB16963,Hominidae,2013-02
BBB16964,Hominidae,2013-02
BBB16965,Hominidae,2013-02
BBB16966,Hominidae,2013-02
BBB16967,Hominidae,2013-02
BBB16968,Hominidae,2013-02
BBB16969,Hominidae,2013-02
BBB16970,Hominidae,2013-02
BBB16971,Hominidae,2013-02
BBB16972,Hominidae,2013-02
BBB16973,Hominidae,2013-02
BBB16974,Hominidae,2013-02
BBB16976,Hominidae,2013-02
BBB16977,Hominidae,2013-02
BBB16978,Hominidae,2013-02
BBB16979,Hominidae,2013-03
BBB16980,Hominidae,2013-03
BBB16981,Hominidae,2013-03
BBB16982,Hominidae,2013-03
BBB16983,Hominidae,2013-03
BBB16984,Hominidae,2013-03
BBB16985,Hominidae,2013-03
BBB16986,Hominidae,2013-03
BBB16987,Hominidae,2013-03
BBB16988,Hominidae,2013-03
BBB16989,Hominidae,2013-03
BBB16990,Hominidae,2013-03
BBB16991,Hominidae,2013-03
BBB16992,Hominidae,2013-03
BBB16993,Hominidae,2013-03
BBB16994,Hominidae,2013-03
BBB16995,Hominidae,2013-03
BBB16996,Hominidae,2013-03
BBB16997,Hominidae,2013-03
BBB16999,Hominidae,2013-03
BBB17000,Hominidae,2013-03
BBB17001,Hominidae,2013-03
BBB17002,Hominidae,2013-03
BBB17003,Hominidae,2013-03
BBB17004,Hominidae,2013-04
BBB17005,Hominidae,2013-04
BBB17006,Hominidae,2013-04
BBB17007,Hominidae,2013-04
BBB17008,Hominidae,2013-04
BBB17009,Hominidae,2013-04
BBB17010,Hominidae,2013-04
BBB17011,Hominidae,2013-04
BBB17012,Hominidae,2013-04
BBB17013,Hominidae,2013-04
BBB17014,Hominidae,2013-05
BBB17015,Hominidae,2013-05
BBB17016,Hominidae,2013-05
BBB17017,Hominidae,2013-05
BBB17018,Hominidae,2013-05
BBB17019,Hominidae,2013-03
BBB17020,Hominidae,2013-03
BBB17021,Hominidae,2013-03
BBB17022,Hominidae,2013-03
BBB17023,Hominidae,2013-03
BBB17024,Hominidae,2013-04
BBB17025,Hominidae,2013-04
BBB17026,Hominidae,2013-04
BBB17027,Hominidae,2013-04
BBB17028,Hominidae,2013-04
BBB17029,Hominidae,2013-04
BBB17030,Hominidae,2013-04
BBB17031,Hominidae,2013-04
BBB17032,Hominidae,2013-04
BBB17033,Hominidae,2013-04
BBB17035,Hominidae,2013-05
BBB17036,Hominidae,2013-05
BBB17037,Hominidae,2013-05
BBB17038,Hominidae,2013-05
BBB17039,Hominidae,2013-05
BBB17040,Hominidae,2013-05
BBB17041,Hominidae,2013-05
BBB17042,Hominidae,2013-05
BBB17043,Hominidae,2013-05
BBB17044,Hominidae,2013-06
BBB17045,Hominidae,2013-06
BBB17046,Hominidae,2013-06
BBB17047,Hominidae,2013-06
BBB17048,Hominidae,2013-06
BBB17049,Hominidae,2013-06
BBB17050,Hominidae,2013-07
BBB17051,Hominidae,2013-03
BBB17052,Hominidae,2013-04
BBB17053,Hominidae,2013-04
BBB17054,Hominidae,2013-04
BBB17055,Hominidae,2013-04
BBB17056,Hominidae,2013-04
BBB17057,Hominidae,2013-04
BBB17058,Hominidae,2013-04
BBB17059,Hominidae,2013-04
BBB17060,Hominidae,2013-04
BBB17061,Hominidae,2013-04
BBB17062,Hominidae,2013-05
BBB17063,Hominidae,2013-05
BBB17064,Hominidae,2013-05
BBB17065,Hominidae,2013-05
BBB17066,Hominidae,2013-05
BBB17067,Hominidae,2013-05
BBB17068,Hominidae,2013-05
BBB17069,Hominidae,2013-05
BBB17070,Hominidae,2013-05
BBB17071,Hominidae,2013-06
BBB17072,Hominidae,2013-06
BBB17073,Hominidae,2013-06
BBB17074,Hominidae,2013-06
BBB17075,Hominidae,2013-06
BBB17077,Hominidae,2013-02
BBB17078,Hominidae,2013-03
BBB17079,Hominidae,2013-03
BBB17080,Hominidae,2013-03
BBB17081,Hominidae,2013-03
BBB17082,Hominidae,2013-03
BBB17083,Hominidae,2013-03
BBB17084,Hominidae,2013-03
BBB17085,Hominidae,2013-03
BBB17086,Hominidae,2013-03
BBB17087,Hominidae,2013-04
BBB17088,Hominidae,2013-04
BBB17089,Hominidae,2013-04
BBB17090,Hominidae,2013-04
BBB17091,Hominidae,2013-04
BBB17092,Hominidae,2013-04
BBB17093,Hominidae,2013-04
BBB17094,Hominidae,2013-04
BBB17095,Hominidae,2013-04
BBB17096,Hominidae,2013-02
BBB17097,Hominidae,2013-02
BBB17098,Hominidae,2013-04
BBB17099,Hominidae,2013-04
BBB17100,Hominidae,2013-05
BBB17101,Hominidae,2014-01
BBB17102,Hominidae,2014-01
BBB17103,Hominidae,2014-01
BBB17104,Hominidae,2014-01
BBB17105,Hominidae,2014-01
BBB17106,Hominidae,2014-02
BBB17107,Hominidae,2014-01
BBB17108,Hominidae,2014-02
BBB17109,Hominidae,2014-03
BBB17110,Hominidae,2014-03
BBB17111,Hominidae,2014-03
BBB17112,Hominidae,2014-03
BBB17113,Hominidae,2014-03
BBB17114,Hominidae,2014-03
QAY29517,Suidae,2017-09-01
QAY29518,Suidae,2017-09-01
BBE15145,Hominidae,2016-08
BBH55850,Hominidae,1974
QAA77600,Hominidae,2014
ATY36268,Hominidae,2015
BBF24834,Hominidae,2014-07-20
BBF24845,Hominidae,2014-12-08
BBF24856,Hominidae,2011-09-16
BBF24867,Hominidae,2012-03-21
BBF24878,Hominidae,2013-06-17
AYG99380,Hominidae,2016
AYG99381,Hominidae,2015
AYG99382,Hominidae,2015
AYG99383,Hominidae,2016
AYG99384,Hominidae,2016
AYG99385,Hominidae,2015
AYA44328,Hominidae,2013-03-06
AYA44333,Hominidae,2013-01-10
AYA44334,Hominidae,1974
AXS77233,Hominidae,2014-03-17
AXS77245,Hominidae,2015-07-10
AXS77345,Suidae,2009
BBE52719,Hominidae,2009
AXA19546,Hominidae,2013
AXA19547,Hominidae,2013
AXA19548,Hominidae,2013
AXA19549,Hominidae,2013
AWX26067,Hominidae,2010
AWX26078,Hominidae,2011
AWX26089,Hominidae,2012
AWX26100,Hominidae,2013
AWX26111,Hominidae,2014
AWX26122,Hominidae,2015
AWX26133,Hominidae,2016
BBE28633,Hominidae,2017-03
BBE28644,Hominidae,2017-05
AWK59894,Suidae,2007-12
BBA66379,Hominidae,2015
BBA66380,Hominidae,2015
BBA66381,Hominidae,2015
BBA66382,Hominidae,2015
BBA66383,Hominidae,2016
BBA66384,Hominidae,2016
BBA66385,Hominidae,2016
BBA66386,Hominidae,2016
BBA66387,Hominidae,2016
BBA66388,Hominidae,2016
BBA66389,Hominidae,2016
AVX53884,Hominidae,2014-01-15
AVX53885,Hominidae,2013-12-20
AVX53886,Hominidae,2013-10-10
AVX53887,Hominidae,2013-07-15
AVX53888,Hominidae,2013-08-20
AVX53889,Hominidae,2014-01-15
AVX53890,Hominidae,2013-12-10
BBC44120,Hominidae,2009-05-18
AUX83803,Hominidae,2013
AUV48441,Hominidae,2016-12-30
AUV48442,Hominidae,2017-01-10
AUV48443,Hominidae,2016-12-20
AUV48444,Hominidae,2016-12-10
AUV48445,Hominidae,2016-11-30
AUV48446,Hominidae,2016-11-20
AUV48447,Hominidae,2016-12-30
AUV48448,Hominidae,2017-01-10
AUV48449,Hominidae,2016-12-20
AUV48450,Hominidae,2016-12-10
AUV48451,Hominidae,2016-11-30
AUV48452,Hominidae,2016-11-20
AUV48453,Hominidae,2016-12-30
AUV48454,Hominidae,2017-01-10
AUV48455,Hominidae,2016-12-20
AUV48456,Hominidae,2016-12-10
AUV48457,Hominidae,2016-11-30
AUV48458,Hominidae,2016-11-20
AUV48459,Hominidae,2016-11-20
AUV48460,Hominidae,2016-11-30
AUV48461,Hominidae,2016-12-10
AUV48462,Hominidae,2016-12-20
AUV48463,Hominidae,2016-12-30
AUV48464,Hominidae,2017-01-10
AUV48465,Hominidae,2016-11-20
AUV48466,Hominidae,2016-11-30
AUV48467,Hominidae,2016-12-10
AUV48468,Hominidae,2016-12-20
AUV48469,Hominidae,2016-12-30
AUV48470,Hominidae,2017-01-10
AUV48471,Hominidae,2017-01-10
AUV48472,Hominidae,2017-01-10
AUV48473,Hominidae,2017-01-10
AUV48474,Hominidae,2017-01-10
AUV48475,Hominidae,2017-01-10
AUV48476,Hominidae,2017-01-10
AUT30225,Hominidae,2010
AUT30227,Hominidae,2010
AUT30228,Hominidae,2010
AUT30229,Hominidae,2010
AUT30230,Hominidae,2010
AUT30231,Hominidae,2010
AUT30232,Hominidae,2010
ATL73567,Hominidae,2015
ATL24636,Hominidae,2010
ATL24637,Hominidae,2011
BBA46361,Hominidae,2011
BBA46362,Hominidae,2011
BBA46363,Hominidae,2012
BBA46364,Hominidae,2012
BBA46365,Hominidae,2012
BBA46366,Hominidae,2013
BBA46367,Hominidae,2013
BBA46368,Hominidae,2013
BBA46369,Hominidae,2013
BBA46370,Hominidae,2013
BBA46371,Hominidae,2013
ASU62251,Hominidae,2009
ASU62252,Hominidae,2009
ASU62253,Hominidae,2009
ASU62254,Hominidae,2009
ASU62255,Hominidae,2009
ASU62256,Hominidae,2009
ASU62257,Hominidae,2009
ASU62258,Hominidae,2009
ASU62259,Hominidae,2009
ASU62260,Hominidae,2009
ASU62261,Hominidae,2010
ASU62262,Hominidae,2010
ASU62263,Hominidae,2010
ASU62264,Hominidae,2010
ASU62265,Hominidae,2010
ASU62266,Hominidae,2010
ASU62267,Hominidae,2010
ASU62268,Hominidae,2010
ASU62269,Hominidae,2010
ASU62270,Hominidae,2010
ASU62271,Hominidae,2011
ASU62272,Hominidae,2011
ASU62273,Hominidae,2011
ASU62274,Hominidae,2011
ASU62275,Hominidae,2011
ASU62276,Hominidae,2011
ASU62277,Hominidae,2011
ASU62278,Hominidae,2011
ASU62279,Hominidae,2011
ASU62280,Hominidae,2012
ASU62281,Hominidae,2012
ASU62282,Hominidae,2012
ASU62283,Hominidae,2012
ASU62284,Hominidae,2012
ASU62285,Hominidae,2012
ASU62286,Hominidae,2012
ASU62287,Hominidae,2013
ASU62288,Hominidae,2013
ASU62289,Hominidae,2013
ASU62290,Hominidae,2013
ASU62291,Hominidae,2013
ASU62292,Hominidae,2009
ASU62293,Hominidae,2013
ASU62294,Hominidae,2013
ASU62295,Hominidae,2009
ASU62296,Hominidae,2009
ASU62297,Hominidae,2010
ASU62298,Hominidae,2010
ASU62299,Hominidae,2010
ASU62300,Hominidae,2010
ASU62301,Hominidae,2011
ASU62302,Hominidae,2012
ASU62303,Hominidae,2013
ASU62304,Hominidae,2013
ASU62305,Hominidae,2009
ASU62306,Hominidae,2009
ASU62307,Hominidae,2009
ASU62308,Hominidae,2010
ASU62309,Hominidae,2013
ASU62310,Hominidae,2013
ASU62311,Hominidae,2013
ASU62312,Hominidae,2011
ASU62313,Hominidae,2009
ASU62314,Hominidae,2010
ASU62315,Hominidae,2010
ASU62316,Hominidae,2011
ASU62317,Hominidae,2011
ASU62318,Hominidae,2011
ASU62319,Hominidae,2011
ASU62320,Hominidae,2011
ASU62321,Hominidae,2012
ASU62322,Hominidae,2012
ASU62323,Hominidae,2012
ASU62324,Hominidae,2013
ASU62325,Hominidae,2013
ASU62326,Hominidae,2013
ASU62327,Hominidae,2013
ASU62328,Hominidae,2013
ASU62329,Hominidae,2009
ASU62330,Hominidae,2009
ASU62331,Hominidae,2010
ASU62332,Hominidae,2010
ASU62333,Hominidae,2011
ASU62334,Hominidae,2011
ASU62335,Hominidae,2011
ASU62336,Hominidae,2011
ASU62337,Hominidae,2012
ASU62338,Hominidae,2012
ASU62339,Hominidae,2012
ASU62340,Hominidae,2013
ASU62341,Hominidae,2013
ASU62342,Hominidae,2009
ASU62343,Hominidae,2013
ASU62344,Hominidae,2012
ASU62345,Hominidae,2011
ASU62346,Hominidae,2012
ASU62347,Hominidae,2012
ASU62348,Hominidae,2012
ASU62349,Hominidae,2012
ASU62350,Hominidae,2012
BBA27028,Hominidae,2015
BBA27039,Hominidae,2016
BBA27050,Hominidae,2016
BBA27061,Hominidae,2016
BBA27072,Hominidae,2016
BBA27083,Hominidae,2016
BBA27094,Hominidae,2016
BBA27105,Hominidae,2016
BBA27116,Hominidae,2016
BBA27127,Hominidae,2016
AST11871,Hominidae,2013-05-28
AST11903,Hominidae,2015-02-10
AST11938,Hominidae,2013-04-19
AST11983,Hominidae,2013-02-02
AST11995,Hominidae,2013-01-07
AST12029,Hominidae,2013-05-18
AST12094,Hominidae,2013-05-21
AST12106,Hominidae,2013-06-03
AST12162,Hominidae,2013-04-07
AST12193,Hominidae,2013-05-23
AST12205,Hominidae,2015-02-17
AST12249,Hominidae,2013-07-02
ASM56452,Hominidae,2013-03-17
ASM56463,Hominidae,2013-03-21
ASM56474,Hominidae,2013-01-15
ASM56485,Hominidae,2013-01-05
ASM56496,Hominidae,2013-01-05
ASM56507,Hominidae,2012-12-28
ASM56518,Hominidae,2012-11-06
ASM56529,Hominidae,2013-03-07
ASM56540,Hominidae,2012-11-15
ASM56551,Hominidae,2013-01-04
ASM56563,Hominidae,2013-01-10
ASM56564,Hominidae,2013-01-10
ASM56598,Hominidae,2012-11-26
ASM56609,Hominidae,2013-04-15
ASM56631,Hominidae,2013-04-15
ASM56642,Hominidae,2013-07-05
ASM56653,Bovidae,2013-01-09
ASL04941,Hominidae,2015-04-21
ASL04942,Hominidae,2015-11-02
ASL04943,Hominidae,2015-11-26
ASL04944,Hominidae,2015-12-07
ASL04945,Hominidae,2015-12-07
ASL04946,Hominidae,2015-12-08
ASL04947,Hominidae,2015-12-09
ASL04948,Hominidae,2015-12-17
ASL04949,Hominidae,2015-12-18
ASL04950,Hominidae,2015-12-23
ASL04951,Hominidae,2016-01-28
ASL04952,Hominidae,2016-01-29
ASE03878,Hominidae,2013-01-24
ASE03993,Hominidae,2013-06-12
ASE04054,Hominidae,2013-02-21
ASE04177,Hominidae,2013-01-17
ASE04187,Hominidae,2013-07-11
ASE04348,Hominidae,2011
ASE04393,Hominidae,2004
BAX35845,Hominidae,2014-05-20
BAX35856,Hominidae,2014-05-24
BAX35889,Hominidae,2014-06-19
BAX35911,Hominidae,2014-05-14
BAX35922,Hominidae,2014-05-20
BAX35966,Hominidae,2014-05-31
BAX35975,Hominidae,2014-06-02
BAX35986,Hominidae,2014-06-07
BAX35997,Hominidae,2014-06-08
BAX36037,Hominidae,2014-06-20
BAX36048,Hominidae,2014-06-18
BAX36059,Hominidae,2014-07-01
BAX36070,Hominidae,2014-07-03
BAX36090,Hominidae,2014-04-14
BAX36105,Hominidae,2014-04-25
BAX36115,Hominidae,2014-04-25
BAX36148,Hominidae,2014-05-05
BAX36181,Hominidae,2014-05-16
BAX36192,Hominidae,2014-05-16
BAX36225,Hominidae,2014-06-04
BAX36245,Hominidae,2014-06-06
BAX36257,Hominidae,2014-06-07
BAX36268,Hominidae,2014-06-09
BAX36279,Hominidae,2014-04-17
BAX36312,Hominidae,2014-05-01
BAX36356,Hominidae,2014-05-19
BAX36367,Hominidae,2014-05-20
BAX25384,Hominidae,2014
AQT31696,Hominidae,2009
AQT31698,Hominidae,2011
AQQ12239,Suidae,2015-02
APQ41763,Hominidae,2013
APG80712,Hominidae,2009
APG80713,Hominidae,2010
APG80714,Hominidae,2011
APB61105,Hominidae,2010-02
APB61027,Hominidae,2010-02
APB61038,Hominidae,2013-09-21
APB61049,Hominidae,2010-02
APB61060,Hominidae,2010-02
APB61071,Hominidae,2010-01
APB61082,Hominidae,2010-01
APB61093,Hominidae,2010-01
APB61116,Hominidae,2010-01
APB61127,Hominidae,2010-01
APB61138,Hominidae,2013-08-07
APB61149,Hominidae,2013-08-05
APB61160,Hominidae,2013-08-05
APB61171,Hominidae,2013-08-02
APB61182,Hominidae,2013-12-04
APB61193,Hominidae,2013-11-30
APB61204,Hominidae,2013-11-27
ALJ82969,Hominidae,2000
ALJ82970,Hominidae,2012
ALJ82971,Hominidae,2013
ALJ82972,Hominidae,2012
ALJ82973,Hominidae,2001
ALJ82975,Hominidae,2004
ALJ82976,Hominidae,2005
ALJ82978,Hominidae,2005
ALJ82979,Hominidae,2007
ALJ82980,Hominidae,2006
ALJ82981,Hominidae,2007
ALJ82984,Hominidae,2008
ALJ82986,Hominidae,2009
ALJ82987,Hominidae,2009
ALJ82988,Hominidae,2009
ALJ82989,Hominidae,1999
ALJ82990,Hominidae,2010
ALJ82991,Hominidae,2010
ALJ82992,Hominidae,2010
ALJ82993,Hominidae,2011
ALJ82994,Hominidae,2011
ALJ82995,Hominidae,2012
ALJ82996,Hominidae,2012
BAV57800,Hominidae,2013
BAV57811,Hominidae,2013
BAV57822,Hominidae,2013
BAV57833,Hominidae,2013
BAV57844,Hominidae,2013
BAV57855,Hominidae,2013
BAV57866,Hominidae,2013
BAV57877,Hominidae,2014
BAV57888,Hominidae,2014
BAV57899,Hominidae,2014
BAV57910,Hominidae,2014
BAV57921,Hominidae,2014
BAV57932,Hominidae,2014
BAV57943,Hominidae,2014
AOI27905,Hominidae,1991
AOI27927,Hominidae,1991
AOI27938,Hominidae,1991
AOI27960,Hominidae,1989
AOI27982,Hominidae,1989
AOI27993,Hominidae,1989
AOI28015,Hominidae,1988
AOI28037,Hominidae,1988
AOI28048,Hominidae,1988
AOI28092,Hominidae,1974
AOI28103,Hominidae,1974
ANQ43206,Hominidae,2015-03-23
ANQ43207,Hominidae,2015-04-09
ANQ43208,Hominidae,2015-04-16
ANQ43209,Hominidae,2015-03-23
ANQ43210,Hominidae,2015-04-13
ANQ43211,Hominidae,2015-03-17
ANQ45183,Hominidae,2013-01-04
ANQ45184,Suidae,2012-05-16
ANQ31725,Hominidae,2015
ANQ31736,Hominidae,2015
ANQ31747,Hominidae,2015
ANJ45259,Hominidae,2014
ANJ45260,Hominidae,2014
ANJ45261,Hominidae,2014
ANJ45262,Hominidae,2014
ANJ45263,Hominidae,2014
ANJ45264,Hominidae,2014
ANJ45265,Hominidae,2014
ANJ45267,Hominidae,2014
ANJ45268,Hominidae,2014
ANJ45269,Hominidae,2014
ANJ45270,Hominidae,2014
ANJ45271,Hominidae,2014
ANJ45272,Hominidae,2014
ANJ45273,Hominidae,2014
ANJ45274,Hominidae,2014
ANJ45275,Hominidae,2014
ANJ45276,Hominidae,2014
ANJ45277,Hominidae,2014
ANJ45278,Hominidae,2014
ANJ45279,Hominidae,2014
ANA84642,Hominidae,2011
ALQ56887,Hominidae,2013-04-19
ALQ56899,Hominidae,2013-09-03
ALQ56911,Hominidae,2014-09-23
ALQ75341,Hominidae,2013-02-12
ALQ75353,Hominidae,2013-03-12
ALQ75365,Hominidae,2013-01-11
ALQ75377,Hominidae,2013-03-05
ALQ75389,Hominidae,2013-01-03
ALQ75401,Hominidae,2013-04-01
ALQ75413,Hominidae,2013-03-13
ALQ75425,Hominidae,2013-03-30
ALQ75437,Hominidae,2013-03-08
ALQ75449,Hominidae,2013-03-13
ALQ75461,Hominidae,2012-11-21
ALQ75473,Hominidae,2013-01-15
ALQ75485,Hominidae,2013-01-23
ALQ75497,Hominidae,2013-02-10
ALQ75509,Hominidae,2013-02-08
ALQ75521,Hominidae,2013-03-01
ALQ75533,Hominidae,2013-01-17
ALQ75545,Hominidae,2013-01-15
ALQ75557,Hominidae,2012-11-20
ALQ75569,Hominidae,2013-01-23
ALQ75581,Hominidae,2013-01-07
ALQ75593,Hominidae,2013-02-01
ALQ75605,Hominidae,2013-03-04
ALQ75617,Hominidae,2013-01-30
ALQ75629,Hominidae,2013-03-07
ALQ75641,Hominidae,2013-03-06
ALQ75653,Hominidae,2013-01-18
ALQ75665,Hominidae,2013-01-16
ALQ75677,Hominidae,2013-03-07
ALQ75689,Hominidae,2013-03-11
ALQ75701,Hominidae,2013-01-27
ALQ75713,Hominidae,2013-03-24
ALQ75725,Hominidae,2013-02-28
ALQ75737,Hominidae,2013-04-09
ALQ75749,Hominidae,2013-02-02
ALQ75761,Hominidae,2013-01-09
ALQ75773,Hominidae,2013-01-30
ALQ75785,Hominidae,2013-02-27
ALQ75797,Hominidae,2013-02-21
ALQ75809,Hominidae,2013-03-13
ALQ75821,Hominidae,2013-02-24
ALQ75833,Hominidae,2013-03-24
ALQ75845,Hominidae,2013-02-04
ALQ75857,Hominidae,2013-02-25
ALQ75869,Hominidae,2012-07-01
ALQ75881,Hominidae,2012-11-21
ALQ75893,Hominidae,2013-02-18
ALQ75905,Hominidae,2013-11-20
ALQ75918,Hominidae,2013-03-11
ALQ75930,Hominidae,2013-01-28
ALQ75942,Hominidae,2013-04-18
ALQ75954,Hominidae,2013-04-04
ALQ75966,Hominidae,2013-02-14
ALQ75978,Hominidae,2012-11-21
ALQ75990,Hominidae,2013-02-13
ALQ76002,Hominidae,2013-03-28
ALQ76014,Hominidae,2012-12-17
ALQ76026,Hominidae,2013-02-07
ALQ76038,Hominidae,2012-11-18
ALQ76050,Hominidae,2012-04-27
ALQ76062,Hominidae,2013-02-27
ALQ76074,Hominidae,2013-01-07
ALQ76086,Hominidae,2013-01-02
ALQ76098,Hominidae,2013-04-03
ALQ76110,Hominidae,2013-02-17
ALQ76122,Hominidae,2012-12-17
ALQ76134,Hominidae,2013-04-11
ALQ76146,Hominidae,2013-01-10
ALQ76158,Hominidae,2013-02-28
ALQ76170,Hominidae,2013-04-19
ALQ76182,Hominidae,2013-04-01
ALQ76194,Hominidae,2013-01-09
ALQ76206,Hominidae,2012-12-12
ALQ76218,Hominidae,2013-01-20
ALQ76230,Hominidae,2012-12-27
